Date,SMM-REM-NDM,SMM-REO-DXO,SMM-MIN-GAL,SMM-MIN-GMN,SMM-REM-RCB
2020-06-02,354500,1940.0,1000,6900,253000
2020-06-03,354500,1940.0,1000,6900,253000
2020-06-04,357500,1940.0,1000,6900,253000
2020-06-05,357500,1940.0,1000,6900,253000
2020-06-08,365500,1940.0,1000,6900,253000
2020-06-09,368500,1940.0,1000,6900,253000
2020-06-10,368500,1940.0,1000,6900,253000
2020-06-11,377500,1940.0,1000,6900,252500
2020-06-12,376000,1940.0,1000,6900,252500
2020-06-15,376000,1940.0,1000,6900,252500
2020-06-16,374000,1940.0,1000,6900,252500
2020-06-17,371500,1940.0,990,6900,252500
2020-06-18,371500,1940.0,990,6900,250000
2020-06-19,371500,1940.0,990,6950,250000
2020-06-22,371500,1940.0,990,6950,250000
2020-06-23,372000,1940.0,990,6950,247000
2020-06-24,377500,1920.0,990,6950,245000
2020-06-29,382000,1920.0,990,6950,240000
2020-06-30,382000,1920.0,990,6950,237500
2020-07-01,382000,1910.0,990,6950,237500
2020-07-02,382000,1900.0,990,6950,237500
2020-07-03,382000,1900.0,985,6950,237500
2020-07-06,385000,1885.0,985,6950,237500
2020-07-07,388000,1885.0,985,6950,237500
2020-07-08,388000,1885.0,985,6950,237500
2020-07-09,388000,1885.0,985,6950,237500
2020-07-10,388000,1885.0,985,6950,237500
2020-07-13,392500,1885.0,985,6950,237500
2020-07-14,392500,1870.0,985,6950,237500
2020-07-15,392500,1845.0,985,6950,237500
2020-07-16,392500,1845.0,985,6950,239500
2020-07-17,392500,1845.0,985,6950,239500
2020-07-20,392500,1845.0,985,6950,239500
2020-07-21,392500,1845.0,985,6950,242500
2020-07-22,392500,1845.0,985,6950,242500
2020-07-23,392500,1845.0,985,6950,242500
2020-07-24,392500,1845.0,985,6950,244500
2020-07-27,392500,1845.0,985,6950,249500
2020-07-28,395500,1845.0,985,6950,254500
2020-07-29,395500,1855.0,985,6950,254500
2020-07-30,395500,1855.0,985,6950,264500
2020-07-31,400000,1855.0,985,6950,264500
2020-08-03,402500,1855.0,985,6950,267500
2020-08-04,405500,1855.0,985,6950,272500
2020-08-05,405500,1855.0,1005,6850,275500
2020-08-06,410500,1855.0,1005,6850,275500
2020-08-07,417500,1865.0,1015,6850,275500
2020-08-10,424500,1865.0,1015,6850,275500
2020-08-11,424500,1865.0,1015,6850,275500
2020-08-12,432500,1865.0,1015,6850,275500
2020-08-13,438500,1865.0,1025,6850,275500
2020-08-14,444500,1865.0,1025,6850,275500
2020-08-17,452500,1865.0,1025,6850,275500
2020-08-18,452500,1865.0,1025,6850,275500
2020-08-19,457500,1835.0,1075,6850,275500
2020-08-20,460500,1825.0,1075,6850,275500
2020-08-21,464500,1825.0,1105,6850,275500
2020-08-24,459500,1805.0,1105,6850,275500
2020-08-25,459500,1805.0,1105,6850,275500
2020-08-26,462500,1800.0,1115,6850,275500
2020-08-27,462500,1800.0,1130,6850,275500
2020-08-28,459500,1800.0,1150,6850,275500
2020-08-31,459500,1800.0,1150,6850,275500
2020-09-01,459500,1780.0,1200,6850,275500
2020-09-02,459500,1780.0,1250,6850,275500
2020-09-03,459500,1770.0,1250,6850,275500
2020-09-04,459500,1750.0,1250,6850,275500
2020-09-07,459500,1750.0,1250,6850,275500
2020-09-08,455000,1750.0,1250,6850,274000
2020-09-09,455000,1735.0,1250,6850,274000
2020-09-10,455000,1735.0,1250,6850,274000
2020-09-11,455000,1720.0,1250,6850,274000
2020-09-14,452000,1710.0,1250,6900,274000
2020-09-15,452000,1710.0,1250,6900,274000
2020-09-16,452000,1710.0,1250,6950,275500
2020-09-17,452000,1705.0,1250,6950,275500
2020-09-18,452000,1710.0,1250,6950,275500
2020-09-21,452000,1710.0,1250,6950,275500
2020-09-22,447000,1710.0,1250,6950,274000
2020-09-23,447000,1705.0,1250,6950,274000
2020-09-24,444000,1700.0,1250,6950,274000
2020-09-25,442500,1700.0,1250,7000,274000
2020-09-28,442500,1700.0,1250,7050,274000
2020-09-29,438000,1680.0,1250,7050,274000
2020-09-30,438000,1680.0,1250,7050,274000
2020-10-09,438000,1680.0,1250,7050,274000
2020-10-12,433000,1635.0,1250,7050,274000
2020-10-13,433000,1630.0,1250,7050,271500
2020-10-14,433000,1630.0,1250,7050,271500
2020-10-15,433000,1630.0,1250,7050,271500
2020-10-16,433000,1630.0,1250,7050,271500
2020-10-19,433000,1630.0,1250,7050,271500
2020-10-20,438000,1630.0,1250,7050,270000
2020-10-21,440000,1640.0,1250,7050,270000
2020-10-22,440000,1640.0,1250,7050,270000
2020-10-23,440000,1640.0,1270,7050,270000
2020-10-26,442000,1660.0,1270,7050,270000
2020-10-27,442000,1660.0,1270,7050,270000
2020-10-28,442000,1670.0,1270,7050,270000
2020-10-29,444000,1670.0,1270,7100,270000
2020-10-30,447000,1670.0,1270,7100,270000
2020-11-02,447000,1680.0,1270,7100,270000
2020-11-03,447000,1680.0,1270,7100,267000
2020-11-04,455000,1715.0,1270,7100,267000
2020-11-05,464000,1715.0,1270,7100,267000
2020-11-06,466000,1730.0,1270,7100,267000
2020-11-09,466000,1730.0,1270,7100,267000
2020-11-10,467500,1730.0,1280,7100,267000
2020-11-11,473000,1730.0,1330,7100,267000
2020-11-12,473000,1735.0,1360,7100,267000
2020-11-13,479000,1735.0,1360,7100,265000
2020-11-16,479000,1735.0,1360,7100,265000
2020-11-17,482000,1735.0,1360,7100,265000
2020-11-18,492500,1740.0,1360,7100,265000
2020-11-19,502500,1740.0,1360,7100,265000
2020-11-20,508000,1770.0,1430,7100,265000
2020-11-23,520000,1780.0,1480,7100,265000
2020-11-24,542500,1785.0,1480,7100,264000
2020-11-25,580000,1845.0,1480,7100,264000
2020-11-26,610000,1890.0,1480,7100,264000
2020-11-27,630000,1910.0,1480,7100,264000
2020-11-30,630000,1910.0,1530,7100,264000
2020-12-01,635000,1940.0,1580,7100,264000
2020-12-02,635000,1940.0,1580,7100,264000
2020-12-03,635000,1940.0,1630,7100,264000
2020-12-04,635000,1940.0,1630,7100,264000
2020-12-07,635000,1960.0,1630,7100,264000
2020-12-08,625000,1960.0,1630,7100,264000
2020-12-09,625000,1960.0,1630,7100,264000
2020-12-10,615000,1960.0,1660,7100,264000
2020-12-11,610000,1960.0,1660,7100,264000
2020-12-14,610000,1960.0,1660,7100,264000
2020-12-15,605000,1940.0,1660,7100,264000
2020-12-16,595000,1940.0,1660,7100,264000
2020-12-17,595000,1940.0,1660,7100,264000
2020-12-18,595000,1940.0,1660,7100,264000
2020-12-21,595000,1940.0,1720,7100,264000
2020-12-22,602500,1940.0,1720,7100,264000
2020-12-23,602500,1940.0,1720,7100,264000
2020-12-24,607500,1940.0,1720,7100,266000
2020-12-25,607500,1940.0,1720,7100,270000
2020-12-28,607500,1940.0,1740,7100,272000
2020-12-29,612500,1940.0,1740,7100,272000
2020-12-30,620000,1940.0,1740,7100,272000
2020-12-31,622500,1940.0,1740,7100,274000
2021-01-04,622500,1950.0,1740,7100,274000
2021-01-05,627500,1950.0,1740,7100,277000
2021-01-06,630000,1970.0,1740,7100,280000
2021-01-07,630000,1970.0,1740,7100,285000
2021-01-08,635000,1980.0,1740,7100,288000
2021-01-11,645000,2010.0,1740,7100,288000
2021-01-12,655000,2030.0,1740,7100,290000
2021-01-13,655000,2030.0,1740,7100,292000
2021-01-14,665000,2065.0,1790,7100,297000
2021-01-15,675000,2085.0,1860,7100,299500
2021-01-18,680000,2135.0,1860,7100,299500
2021-01-19,685000,2155.0,1860,7100,299500
2021-01-20,685000,2190.0,1860,7100,299500
2021-01-21,700000,2200.0,1860,7100,299500
2021-01-22,700000,2200.0,1860,7100,302500
2021-01-25,710000,2210.0,1925,7100,302500
2021-01-26,710000,2210.0,1925,7100,306500
2021-01-27,710000,2200.0,1925,7100,307500
2021-01-28,710000,2260.0,1975,7100,307500
2021-01-29,710000,2265.0,1975,7100,308500
2021-02-01,710000,2310.0,1975,7100,311500
2021-02-02,710000,2310.0,1975,7100,314000
2021-02-03,710000,2310.0,1975,7100,317000
2021-02-04,710000,2310.0,1975,7100,319000
2021-02-05,710000,2370.0,1975,7100,319000
2021-02-08,710000,2410.0,1975,7100,319000
2021-02-09,710000,2410.0,1975,7100,319000
2021-02-10,710000,2410.0,1975,7100,319000
2021-02-18,710000,2410.0,1975,7100,329000
2021-02-19,710000,2420.0,1975,7100,339000
2021-02-22,710000,2420.0,1975,7100,349000
2021-02-23,762500,2500.0,1975,7100,364000
2021-02-24,782500,2600.0,1975,7100,384000
2021-02-25,782500,2750.0,2025,7100,394000
2021-02-26,835000,2750.0,2025,7100,396500
2021-03-01,835000,2900.0,2125,7100,396500
2021-03-02,850000,3000.0,2125,7100,396500
2021-03-03,885000,3000.0,2175,7100,396500
2021-03-04,885000,3050.0,2175,7100,396500
2021-03-05,885000,3050.0,2225,7100,396500
2021-03-08,885000,3050.0,2225,7100,396500
2021-03-09,855000,3050.0,2225,7100,396500
2021-03-10,855000,3050.0,2275,7100,396500
2021-03-11,855000,2990.0,2275,7100,396500
2021-03-12,855000,2990.0,2275,7100,396500
2021-03-15,855000,2990.0,2325,7100,386500
2021-03-16,855000,2990.0,2375,7100,381500
2021-03-17,855000,2990.0,2375,7100,378500
2021-03-18,855000,3020.0,2375,7100,373500
2021-03-19,855000,3020.0,2425,7100,368500
2021-03-22,855000,3030.0,2425,7100,365500
2021-03-23,855000,3030.0,2450,7100,362500
2021-03-24,855000,3055.0,2450,7100,357500
2021-03-25,855000,3055.0,2450,7100,356000
2021-03-26,835000,3055.0,2450,7100,356000
2021-03-29,832500,3075.0,2450,7100,356000
2021-03-30,832500,3075.0,2400,7100,356000
2021-03-31,827500,3055.0,2400,7100,356000
2021-04-01,777500,3055.0,2350,7100,356000
2021-04-02,777500,3055.0,2350,7100,356000
2021-04-06,765000,3055.0,2350,7100,356000
2021-04-07,765000,3090.0,2310,7100,356000
2021-04-08,765000,3090.0,2310,7100,356000
2021-04-09,765000,3090.0,2310,7100,358000
2021-04-12,765000,3090.0,2310,7150,358000
2021-04-13,765000,3090.0,2290,7150,358000
2021-04-14,740000,3070.0,2290,7150,358000
2021-04-15,740000,3050.0,2260,7150,356500
2021-04-16,740000,3010.0,2260,7150,356500
2021-04-19,740000,2990.0,2240,7150,356500
2021-04-20,740000,2940.0,2240,7200,353500
2021-04-21,720000,2890.0,2240,7200,353500
2021-04-22,710000,2870.0,2220,7200,350500
2021-04-23,710000,2870.0,2220,7200,350500
2021-04-26,710000,2825.0,2220,7200,350500
2021-04-27,710000,2650.0,2220,7200,350500
2021-04-28,695000,2650.0,2190,7200,350500
2021-04-29,695000,2650.0,2190,7300,350500
2021-04-30,695000,2650.0,2190,7300,350500
2021-05-06,695000,2550.0,2180,7300,350500
2021-05-07,695000,2550.0,2180,7300,350500
2021-05-10,695000,2550.0,2170,7300,346500
2021-05-11,655000,2550.0,2170,7300,346500
2021-05-12,655000,2500.0,2170,7300,346500
2021-05-13,655000,2500.0,2170,7300,346500
2021-05-14,637500,2500.0,2135,7300,346500
2021-05-17,637500,2450.0,2135,7300,346500
2021-05-18,632500,2350.0,2135,7300,346500
2021-05-19,627500,2365.0,2135,7300,346500
2021-05-20,615000,2365.0,2135,7300,346500
2021-05-21,615000,2340.0,2135,7350,346500
2021-05-24,615000,2395.0,2135,7400,346500
2021-05-25,605000,2425.0,2135,7400,346500
2021-05-26,605000,2425.0,2135,7400,346500
2021-05-27,605000,2425.0,2135,7400,346500
2021-05-28,605000,2475.0,2145,7400,346500
2021-05-31,605000,2475.0,2145,7400,346500
2021-06-01,605000,2455.0,2145,7450,346500
2021-06-02,605000,2455.0,2145,7450,346500
2021-06-03,605000,2440.0,2145,7500,346500
2021-06-04,602500,2425.0,2145,7500,346500
2021-06-07,602500,2375.0,2145,7500,346500
2021-06-08,602500,2355.0,2145,7500,346500
2021-06-09,602500,2340.0,2145,7500,346500
2021-06-10,602500,2325.0,2145,7500,346500
2021-06-11,602500,2305.0,2145,7500,346500
2021-06-15,602500,2305.0,2145,7500,346500
2021-06-16,595000,2305.0,2145,7550,346500
2021-06-17,590000,2305.0,2145,7550,346500
2021-06-18,590000,2305.0,2145,7550,346500
2021-06-21,590000,2305.0,2145,7550,346500
2021-06-22,585000,2280.0,2145,7600,346500
2021-06-23,582500,2280.0,2145,7600,346500
2021-06-24,582500,2280.0,2145,7600,346500
2021-06-25,582500,2275.0,2145,7650,348000
2021-06-28,582500,2275.0,2125,7650,348000
2021-06-29,582500,2275.0,2125,7650,349500
2021-06-30,582500,2325.0,2125,7650,349500
2021-07-01,587500,2350.0,2125,7650,351500
2021-07-02,608000,2375.0,2125,7650,356500
2021-07-05,608000,2440.0,2115,7650,361500
2021-07-06,608000,2440.0,2115,7700,364500
2021-07-07,608000,2440.0,2115,7700,366500
2021-07-08,608000,2440.0,2115,7700,367500
2021-07-09,655000,2440.0,2115,7700,370500
2021-07-12,655000,2490.0,2100,7700,370500
2021-07-13,655000,2465.0,2100,7700,370500
2021-07-14,655000,2465.0,2100,7700,370500
2021-07-15,655000,2465.0,2100,7700,375500
2021-07-16,665000,2525.0,2100,7700,379500
2021-07-19,720000,2525.0,2100,7700,379500
2021-07-20,725000,2575.0,2075,7700,379500
2021-07-21,725000,2600.0,2075,7700,379500
2021-07-22,720000,2625.0,2075,7800,379500
2021-07-23,720000,2625.0,2075,7800,379500
2021-07-26,720000,2625.0,2025,7800,379500
2021-07-27,752500,2590.0,2025,7800,379500
2021-07-28,752500,2610.0,1985,7900,379500
2021-07-29,752500,2630.0,1985,7950,379500
2021-07-30,775000,2640.0,1960,8050,379500
2021-08-02,775000,2665.0,1960,8150,379500
2021-08-03,790000,2710.0,1960,8150,379500
2021-08-04,780000,2710.0,1940,8150,377000
2021-08-05,780000,2710.0,1940,8200,377000
2021-08-06,780000,2710.0,1920,8200,374500
2021-08-09,780000,2710.0,1920,8250,372000
2021-08-10,780000,2710.0,1920,8300,367000
2021-08-11,780000,2710.0,1920,8300,364500
2021-08-12,780000,2710.0,1920,8400,362500
2021-08-13,780000,2710.0,1920,8450,362500
2021-08-16,780000,2665.0,1920,8450,362500
2021-08-17,775000,2665.0,1925,8450,362500
2021-08-18,775000,2615.0,1925,8450,362500
2021-08-19,775000,2590.0,1925,8450,362500
2021-08-20,775000,2590.0,1925,8450,362500
2021-08-23,775000,2625.0,1925,8450,362500
2021-08-24,775000,2625.0,1925,8450,362500
2021-08-25,775000,2610.0,1925,8450,362500
2021-08-26,775000,2590.0,1925,8450,362500
2021-08-27,770000,2590.0,1925,8450,362500
2021-08-30,770000,2590.0,1925,8450,362500
2021-08-31,770000,2570.0,1925,8500,362500
2021-09-01,765000,2560.0,1925,8550,362500
2021-09-02,765000,2550.0,1925,8550,365500
2021-09-03,765000,2530.0,1925,8550,365500
2021-09-06,765000,2530.0,1925,8550,365500
2021-09-07,765000,2530.0,1925,8650,365500
2021-09-08,765000,2565.0,1925,8650,365500
2021-09-09,765000,2565.0,1925,8650,368500
2021-09-10,765000,2570.0,1925,8650,372500
2021-09-13,765000,2635.0,1925,8650,372500
2021-09-14,765000,2670.0,1925,8650,375000
2021-09-15,765000,2690.0,1925,8650,375000
2021-09-16,765000,2690.0,1925,8650,375000
2021-09-17,782500,2660.0,1925,8650,375000
2021-09-22,782500,2660.0,1925,8650,378000
2021-09-23,782500,2650.0,1925,8650,380000
2021-09-24,782500,2650.0,1925,8700,381000
2021-09-27,782500,2690.0,1925,8750,381000
2021-09-28,777500,2690.0,1925,8750,381000
2021-09-29,777500,2690.0,1925,8750,381000
2021-09-30,777500,2710.0,1925,8750,381000
2021-10-08,777500,2710.0,1925,8800,384000
2021-10-11,777500,2735.0,1925,8825,389000
2021-10-12,777500,2735.0,1925,8850,391000
2021-10-13,777500,2735.0,1925,8850,391000
2021-10-14,797500,2735.0,1925,8850,392000
2021-10-15,797500,2735.0,1945,8850,395000
2021-10-18,797500,2730.0,1945,8850,398000
2021-10-19,797500,2730.0,1985,8850,399000
2021-10-20,797500,2740.0,1985,8850,399000
2021-10-21,797500,2740.0,1985,8900,399000
2021-10-22,825000,2740.0,1985,8900,399000
2021-10-25,825000,2740.0,1985,9000,399000
2021-10-26,835000,2750.0,2025,9000,402000
2021-10-27,865000,2840.0,2065,9000,402000
2021-10-28,895000,2890.0,2065,9000,402000
2021-10-29,895000,2865.0,2065,9000,404000
2021-11-01,895000,2865.0,2065,9000,407000
2021-11-02,895000,2865.0,2095,9000,409000
2021-11-03,925000,2910.0,2095,9000,411000
2021-11-04,945000,2935.0,2125,9000,411000
2021-11-05,985000,3025.0,2125,9000,411000
2021-11-08,985000,3025.0,2125,9050,411000
2021-11-09,985000,3025.0,2155,9050,412000
2021-11-10,985000,3025.0,2175,9050,413500
2021-11-11,1045000,3025.0,2175,9050,413500
2021-11-12,1045000,2990.0,2175,9100,413500
2021-11-15,1045000,2990.0,2175,9100,413500
2021-11-16,1045000,2965.0,2225,9100,413500
2021-11-17,1045000,2935.0,2225,9100,413500
2021-11-18,1045000,2910.0,2225,9100,413500
2021-11-19,1045000,2910.0,2275,9150,413500
2021-11-22,1045000,2910.0,2275,9150,413500
2021-11-23,1045000,2925.0,2275,9150,413500
2021-11-24,1045000,2925.0,2275,9150,415500
2021-11-25,1045000,2925.0,2275,9150,420500
2021-11-26,1045000,2925.0,2275,9150,423500
2021-11-29,1045000,2925.0,2275,9150,426500
2021-11-30,1045000,2925.0,2275,9200,431500
2021-12-01,1045000,2925.0,2275,9200,436500
2021-12-02,1045000,2910.0,2275,9200,442500
2021-12-03,1045000,2930.0,2275,9250,445500
2021-12-06,1045000,2930.0,2275,9250,449000
2021-12-07,1045000,2935.0,2275,9250,455500
2021-12-08,1045000,2910.0,2275,9250,459500
2021-12-09,1045000,2910.0,2275,9250,463500
2021-12-10,1045000,2920.0,2275,9250,466500
2021-12-13,1045000,2920.0,2275,9300,469500
2021-12-14,1045000,2920.0,2275,9300,473500
2021-12-15,1045000,2920.0,2275,9300,482500
2021-12-16,1045000,2890.0,2275,9300,482500
2021-12-17,1045000,2890.0,2275,9300,482500
2021-12-20,1045000,2890.0,2275,9300,484000
2021-12-21,1045000,2890.0,2275,9300,484000
2021-12-22,1045000,2890.0,2275,9300,487000
2021-12-23,1045000,2890.0,2275,9300,487000
2021-12-24,1045000,2890.0,2275,9350,487000
2021-12-27,1045000,2890.0,2275,9350,487000
2021-12-28,1045000,2890.0,2275,9350,487000
2021-12-29,1045000,2890.0,2275,9350,487000
2021-12-30,1110000,2890.0,2275,9350,487000
2021-12-31,1110000,2890.0,2275,9350,487000
2022-01-04,1110000,2890.0,2275,9350,487000
2022-01-05,1110000,2910.0,2275,9350,492000
2022-01-06,1110000,2935.0,2275,9350,492000
2022-01-07,1110000,2935.0,2275,9350,494000
2022-01-10,1110000,2965.0,2275,9350,496500
2022-01-11,1110000,2965.0,2275,9350,496500
2022-01-12,1110000,2965.0,2275,9350,498500
2022-01-13,1110000,2965.0,2275,9350,498500
2022-01-14,1110000,2965.0,2275,9350,500000
2022-01-17,1220000,2965.0,2275,9350,500000
2022-01-18,1220000,2965.0,2275,9350,500000
2022-01-19,1265000,2965.0,2275,9350,500000
2022-01-20,1265000,2965.0,2275,9350,500000
2022-01-21,1265000,2965.0,2275,9350,500000
2022-01-24,1265000,2965.0,2275,9350,500000
2022-01-25,1285000,2990.0,2275,9350,500000
2022-01-26,1285000,3035.0,2275,9350,500000
2022-01-27,1285000,3035.0,2275,9350,499000
2022-01-28,1285000,3035.0,2275,9350,499000
2022-02-07,1285000,3035.0,2275,9350,499000
2022-02-08,1285000,3035.0,2275,9350,499000
2022-02-09,1335000,3035.0,2275,9350,501500
2022-02-10,1382500,3060.0,2275,9350,501500
2022-02-11,1410000,3070.0,2275,9400,514000
2022-02-14,1500000,3140.0,2275,9400,523500
2022-02-15,1500000,3140.0,2275,9400,531000
2022-02-16,1485000,3140.0,2275,9400,530500
2022-02-17,1510000,3140.0,2325,9400,532500
2022-02-18,1510000,3140.0,2325,9400,534000
2022-02-21,1510000,3140.0,2325,9400,540000
2022-02-22,1510000,3150.0,2375,9400,547500
2022-02-23,1510000,3140.0,2375,9400,552500
2022-02-24,1510000,3135.0,2375,9400,552500
2022-02-25,1505000,3130.0,2375,9400,552500
2022-02-28,1465000,3130.0,2375,9400,552500
2022-03-01,1465000,3110.0,2425,9400,552500
2022-03-02,1470000,3130.0,2425,9400,552500
2022-03-03,1470000,3115.0,2425,9400,552500
2022-03-04,1470000,3115.0,2425,9400,553500
2022-03-07,1470000,3115.0,2475,9400,560000
2022-03-08,1470000,3110.0,2475,9400,570000
2022-03-09,1470000,3110.0,2475,9400,572500
2022-03-10,1450000,3040.0,2475,9400,573500
2022-03-11,1450000,3040.0,2525,9400,573500
2022-03-14,1450000,3040.0,2525,9400,573500
2022-03-15,1440000,2985.0,2525,9400,573500
2022-03-16,1410000,2965.0,2525,9400,570500
2022-03-17,1390000,2940.0,2525,9300,568500
2022-03-18,1380000,2940.0,2525,9300,568500
2022-03-21,1380000,2915.0,2525,9300,568500
2022-03-22,1365000,2890.0,2525,9300,567500
2022-03-23,1350000,2890.0,2525,9300,567500
2022-03-24,1340000,2865.0,2525,9250,567500
2022-03-25,1330000,2855.0,2575,9250,566500
2022-03-28,1330000,2840.0,2575,9250,565000
2022-03-29,1310000,2790.0,2575,9250,562500
2022-03-30,1310000,2750.0,2575,9250,562500
2022-03-31,1300000,2715.0,2575,9200,562500
2022-04-01,1280000,2655.0,2605,9200,562500
2022-04-06,1280000,2655.0,2605,9200,562500
2022-04-07,1240000,2625.0,2605,9200,562500
2022-04-08,1210000,2605.0,2605,9200,561500
2022-04-11,1180000,2565.0,2605,9200,561500
2022-04-12,1160000,2475.0,2605,9200,561500
2022-04-13,1140000,2450.0,2605,9200,561000
2022-04-14,1110000,2450.0,2605,9200,561000
2022-04-15,1085000,2450.0,2605,9200,561000
2022-04-18,1095000,2525.0,2605,9200,561000
2022-04-19,1105000,2590.0,2605,9150,560000
2022-04-20,1110000,2625.0,2605,9150,559000
2022-04-21,1095000,2590.0,2605,9150,559000
2022-04-22,1095000,2590.0,2605,9050,559000
2022-04-25,1095000,2590.0,2625,9050,556500
2022-04-26,1095000,2590.0,2625,9050,555500
2022-04-27,1095000,2590.0,2725,9050,554000
2022-04-28,1105000,2590.0,2725,9000,551500
2022-04-29,1105000,2590.0,2725,9000,550000
2022-05-05,1105000,2590.0,2725,9000,550000
2022-05-06,1105000,2600.0,2775,9000,548500
2022-05-09,1105000,2620.0,2775,9000,541500
2022-05-10,1135000,2620.0,2775,9000,540000
2022-05-11,1150000,2640.0,2825,9000,538500
2022-05-12,1150000,2640.0,2825,8900,534500
2022-05-13,1150000,2640.0,2875,8900,529500
2022-05-16,1160000,2640.0,2925,8900,517500
2022-05-17,1170000,2635.0,2925,8900,507500
2022-05-18,1170000,2610.0,2975,8850,502500
2022-05-19,1170000,2610.0,3025,8850,501000
2022-05-20,1170000,2610.0,3025,8850,501000
2022-05-23,1170000,2610.0,3025,8850,497500
2022-05-24,1170000,2610.0,3075,8850,492500
2022-05-25,1170000,2590.0,3125,8800,490000
2022-05-26,1185000,2600.0,3125,8800,475000
2022-05-27,1185000,2590.0,3225,8800,470000
2022-05-30,1195000,2590.0,3225,8800,455000
2022-05-31,1195000,2590.0,3225,8800,450000
2022-06-01,1195000,2575.0,3275,8800,447500
2022-06-02,1195000,2575.0,3325,8800,435000
2022-06-06,1195000,2575.0,3325,8800,432500
2022-06-07,1200000,2575.0,3325,8800,432500
2022-06-08,1200000,2575.0,3325,8800,432500
2022-06-09,1200000,2565.0,3325,8800,435000
2022-06-10,1200000,2540.0,3375,8800,435000
2022-06-13,1200000,2540.0,3375,8800,432500
2022-06-14,1200000,2540.0,3375,8800,430000
2022-06-15,1200000,2540.0,3325,8800,427500
2022-06-16,1200000,2540.0,3325,8800,427500
2022-06-17,1200000,2540.0,3325,8800,425000
2022-06-20,1200000,2540.0,3325,8800,420000
2022-06-21,1200000,2535.0,3275,8800,410000
2022-06-22,1190000,2515.0,3275,8800,410000
2022-06-23,1190000,2500.0,3225,8800,405000
2022-06-24,1190000,2500.0,3225,8800,400000
2022-06-27,1190000,2500.0,3175,8800,392500
2022-06-28,1190000,2490.0,3175,8700,390000
2022-06-29,1190000,2480.0,3175,8700,385000
2022-06-30,1180000,2465.0,3175,8700,377500
2022-07-01,1180000,2460.0,3175,8700,372500
2022-07-04,1180000,2450.0,3175,8700,367500
2022-07-05,1180000,2450.0,3175,8700,365000
2022-07-06,1180000,2450.0,3175,8700,360000
2022-07-07,1180000,2435.0,3225,8700,360000
2022-07-08,1170000,2430.0,3225,8650,360000
2022-07-11,1155000,2405.0,3225,8600,360000
2022-07-12,1150000,2405.0,3225,8600,360000
2022-07-13,1145000,2370.0,3225,8600,360000
2022-07-14,1125000,2345.0,3225,8550,360000
2022-07-15,1115000,2345.0,3225,8550,360000
2022-07-18,1115000,2345.0,3225,8550,355000
2022-07-19,1115000,2345.0,3225,8550,355000
2022-07-20,1095000,2345.0,3225,8550,350500
2022-07-21,1085000,2345.0,3225,8550,345000
2022-07-22,1085000,2345.0,3225,8550,340000
2022-07-25,1085000,2345.0,3225,8550,337500
2022-07-26,1085000,2345.0,3225,8450,337500
2022-07-27,1085000,2345.0,3225,8450,335000
2022-07-28,1075000,2345.0,3225,8450,335000
2022-07-29,1075000,2330.0,3205,8450,335000
2022-08-01,1075000,2330.0,3205,8425,330000
2022-08-02,1045000,2325.0,3205,8425,320000
2022-08-03,1020000,2325.0,3175,8425,315000
2022-08-04,1005000,2310.0,3175,8425,315000
2022-08-05,1005000,2310.0,3175,8425,315000
2022-08-08,1005000,2310.0,3175,8425,315000
2022-08-09,1005000,2290.0,3175,8350,325000
2022-08-10,1005000,2275.0,3125,8350,350000
2022-08-11,990000,2270.0,3125,8350,340000
2022-08-12,990000,2270.0,3125,8350,330000
2022-08-15,985000,2270.0,3125,8300,330000
2022-08-16,975000,2265.0,3125,8250,335000
2022-08-17,970000,2260.0,3075,8250,335000
2022-08-18,970000,2250.0,3075,8150,338000
2022-08-19,955000,2250.0,3075,8150,343000
2022-08-22,920000,2240.0,3075,8100,345000
2022-08-23,895000,2220.0,3025,8000,345000
2022-08-24,895000,2205.0,3025,8000,347000
2022-08-25,895000,2195.0,3025,7950,351000
2022-08-26,895000,2190.0,3025,7950,356000
2022-08-29,895000,2180.0,3025,7900,357000
2022-08-30,890000,2180.0,3005,7900,357500
2022-08-31,865000,2175.0,3005,7850,357500
2022-09-01,835000,2175.0,2975,7850,357500
2022-09-02,805000,2165.0,2975,7850,352500
2022-09-05,795000,2165.0,2975,7850,352500
2022-09-06,795000,2165.0,2915,7850,349000
2022-09-07,795000,2165.0,2915,7850,347500
2022-09-08,795000,2165.0,2915,7850,347500
2022-09-09,795000,2165.0,2875,7750,347500
2022-09-13,805000,2175.0,2875,7750,347500
2022-09-14,805000,2175.0,2825,7750,347500
2022-09-15,815000,2170.0,2825,7600,347500
2022-09-16,820000,2170.0,2825,7600,347500
2022-09-19,830000,2175.0,2825,7550,347500
2022-09-20,870000,2185.0,2765,7450,347500
2022-09-21,870000,2195.0,2765,7350,347500
2022-09-22,870000,2240.0,2725,7350,347500
2022-09-23,870000,2245.0,2705,7300,347500
2022-09-26,870000,2270.0,2705,7300,347500
2022-09-27,885000,2280.0,2655,7300,347500
2022-09-28,885000,2280.0,2605,7300,347500
2022-09-29,885000,2290.0,2505,7300,347500
2022-09-30,885000,2295.0,2505,7300,347500
2022-10-10,910000,2325.0,2505,7300,347500
2022-10-11,910000,2325.0,2505,7300,350500
2022-10-12,920000,2325.0,2425,7300,353500
2022-10-13,920000,2325.0,2425,7300,356500
